class,scientific_name,common_name
Reptilia,Macroprotodon cucullatus,False Smooth Snake
Reptilia,Oligodon cyclurus,Brown Kukri Snake
Reptilia,Hypsiglena torquata,Nightsnake
Reptilia,Sistrurus miliarius,Pygmy Rattlesnake
Reptilia,Crotalus durissus,South American Rattlesnake
Reptilia,Bothriechis schlegelii,Eyelash Viper
Reptilia,Lachesis muta,Bushmaster
Reptilia,Agkistrodon piscivorus,Cottonmouth
Reptilia,Agkistrodon contortrix,Copperhead
Reptilia,Vipera berus,Common European Adder
Reptilia,Bitis gabonica,Gaboon Viper
Reptilia,Pseudocordylus melanotus,Black-throated Zulu Lizard
Reptilia,Agama agama,Red-headed Rock Agama
Reptilia,Chlamydosaurus kingii,Frilled Lizard
Reptilia,Liolaemus chiliensis,Chilean Tree Lizard
Reptilia,Vipera ammodytes,Nose-horned Viper
Reptilia,Vipera aspis,Asp Viper
Reptilia,Vipera latastei,Lataste's Viper
Reptilia,Vipera seoanei,Seoane's Viper
Reptilia,Xantusia vigilis,Desert Night Lizard
Reptilia,Xenosaurus grandis,Knob-scaled Lizard
Reptilia,Zonosaurus quadrilineatus,Four-lined Plated Lizard
Reptilia,Acanthurus capra,Mountain Horned Dragon
Reptilia,Acanthurus dumerilii,Dumeril's Monitor
Reptilia,Acontias plumbeus,Legless Skink
Reptilia,Adranosaurus brachyurus,Short-tailed Monitor
Reptilia,Afroedura pondolia,Pondoland Gecko
Reptilia,Agama persica,Persian Agama
Reptilia,Alsophis vudii,Cuban Racer
Reptilia,Amphibolurus muricatus,Jacky Lizard
Reptilia,Anarbynchus frontalis,Frontal Shieldtail
Reptilia,Anguis fragilis,Slow Worm
Reptilia,Antaresia maculosus,Spotted Python
Reptilia,Aparallactus capensis,Cape Centipede Eater
Reptilia,Aspidoscelis tigris,Tiger Whiptail
Reptilia,Atheris nitschei,Nitsche's Bush Viper
Reptilia,Atretium schistosum,Olive Keelback
Reptilia,Bachia bresslaui,Bresslau's Worm Lizard
Reptilia,Bavayia madjo,New Caledonian Gecko
Reptilia,Blanus cinereus,Iberian Worm Lizard
Reptilia,Bolyeria multicarinata,Round Island Boa
Reptilia,Brachylophus fasciatus,Fiji Banded Iguana
Reptilia,Brookesia minima,Dwarf Chameleon
Reptilia,Caiman crocodilus,Spectacled Caiman
Reptilia,Calotes calotes,Common Garden Lizard
Reptilia,Caretta caretta,Loggerhead Sea Turtle
Reptilia,Casarea dussumieri,Keel-scaled Boa
Reptilia,Ceratophora stoddartii,Stoddart's Rhino Horn Lizard
Reptilia,Chalcides chalcides,Three-toed Skink
Reptilia,Chelodina longicollis,Eastern Long-necked Turtle
Reptilia,Chersina angulata,Angulated Tortoise
Reptilia,Coleonyx variegatus,Banded Gecko
Reptilia,Corallus caninus,Emerald Tree Boa
Reptilia,Cordylus cataphractus,Armadillo Girdled Lizard
Reptilia,Crocodylus johnsoni,Freshwater Crocodile
Reptilia,Crocodylus moreletii,Morelet's Crocodile
Reptilia,Crocodylus palustris,Mugger Crocodile
Reptilia,Crocodylus porosus,Saltwater Crocodile
Reptilia,Cryptoblepharus boutonii,Snake-eyed Skink
Reptilia,Cuora amboinensis,Amboina Box Turtle
Reptilia,Cyclodina aenea,Bronze Skink
Reptilia,Cyrtodactylus kotschyi,Kotschy's Gecko
Reptilia,Darevskia caucasica,Caucasian Rock Lizard
Reptilia,Dasypeltis scabra,Egg-eating Snake
Reptilia,Dendrelaphis pictus,Painted Bronzeback
Reptilia,Dipsosaurus dorsalis,Desert Iguana
Reptilia,Draco volans,Flying Dragon
Reptilia,Drymarchon couperi,Eastern Indigo Snake
Reptilia,Echis carinatus,Saw-scaled Viper
Reptilia,Elaphe guttata,Corn Snake
Reptilia,Emydura macquarii,Murray River Turtle
Reptilia,Epacrisia cretensis,Cretan Wall Lizard
Reptilia,Eremias arguta,Sand Racer
Reptilia,Eryx jayakari,Arabian Sand Boa
Reptilia,Furcifer pardalis,Panther Chameleon
Reptilia,Gavialis gangeticus,Gharial
Reptilia,Gecko vittatus,White-lined Gecko
Reptilia,Gerrhosaurus flavigularis,Yellow-throated Plated Lizard
Reptilia,Glyptemys insculpta,Wood Turtle
Reptilia,Gonocephalus chamaeleontinus,Chameleon Forest Dragon
Reptilia,Gymnophthalmus speciosus,Spectacled Tegu
Reptilia,Hemidactylus frenatus,Common House Gecko
Reptilia,Heterodon platirhinos,Eastern Hognose Snake
Reptilia,Holbrookia elegans,Elegant Earless Lizard
Reptilia,Hydromedusa tectifera,South American Snake-necked Turtle
Reptilia,Hypsilurus dilophus,Crested Forest Dragon
Reptilia,Indotestudo forstenii,Sulawesi Tortoise
Reptilia,Kachuga kachuga,Brown Roof Turtle
Reptilia,Lacerta agilis,Sand Lizard
Reptilia,Lanthanotus borneensis,Earless Monitor Lizard
Reptilia,Lepidodactylus lugubris,Mourning Gecko
Reptilia,Leucocephalus yuwonoi,Sulawesi Turtle
Reptilia,Liasis amethistinus,Amethystine Python
Reptilia,Lichanura trivirgata,Rosy Boa
Reptilia,Lioheterodon modestus,Malagasy Giant Hognose Snake
Reptilia,Lygodactylus williamsi,Electric Blue Gecko
Reptilia,Malaclemys terrapin,Diamondback Terrapin
Reptilia,Mastigodryas melanolomus,Black-striped Whipsnake
Reptilia,Melanochelys trijuga,Indian Black Turtle
Reptilia,Microlophus peruvianus,Peruvian Iguana
Reptilia,Morelia viridis,Green Tree Python
Reptilia,Natrix natrix,Grass Snake
Reptilia,Nephrurus levis levis,Smooth Knob-tailed Gecko
Reptilia,Ophiodes striatus,Striped Snake-lizard
Reptilia,Orlitia borneensis,Bornean River Turtle
Reptilia,Palea stehlini,Stehlin's Terrapin
Reptilia,Pelusios subniger,East African Black Mud Turtle
Reptilia,Phrynosoma cornutum,Texas Horned Lizard
Reptilia,Platemys platycephala,Twist-necked Turtle
Reptilia,Podarcis muralis,Common Wall Lizard
Reptilia,Proatheris superciliaris,High-scaled Bush Viper
Reptilia,Psammophis subtaeniatus,Striped Sand Snake
Reptilia,Pygopus lepidopodus,Australian Legless Lizard
Reptilia,Rhacodactylus ciliatus,Eyelash Crested Gecko
Reptilia,Rhinoclemmys pulcherrima,Central American Wood Turtle
Reptilia,Ristella beddomii,Beddome's Skink
Reptilia,Saara hardwickii,Indian Spiny-tailed Lizard
Reptilia,Salvator merianae,Tegu
Reptilia,Sanzinia madagascariensis,Madagascar Ground Boa
Reptilia,Sceloporus grammicus,Tree Lizard
Reptilia,Scincus scincoides,Australian Sand Swimmer
Reptilia,Scolecophis braminus,Flowerpot Snake
Reptilia,Sistrurus catenatus,Massasauga
Reptilia,Sphenomorphus fragilis,Fragile Skink
Reptilia,Stenocercus iridescens,Rainbow Lizard
Reptilia,Sternotherus odoratus,Stinkpot
Reptilia,Strophurus ciliaris,Eastern Spiny-tailed Gecko
Reptilia,Takydromus sexlineatus,Six-lined Racerunner
Reptilia,Terrapene carolina,Eastern Box Turtle
Reptilia,Thamnophis elegans,Western Terrestrial Garter Snake
Reptilia,Thamnophis marcianus,Checkered Garter Snake
Reptilia,Tiliqua scincoides,Blue-tongued Skink
Reptilia,Trachylepis quoyi,Golden Skink
Reptilia,Tribolonotus gracilis,Red-eyed Crocodile Skink
Reptilia,Tropidolaemus wagleri,Wagler's Viper
Reptilia,Tropidurus torquatus,Tropidurus Lizard
Reptilia,Tupinambis teguixin,Black Tegu
Reptilia,Uromastyx ornata,Ornate Spiny-tailed Lizard
Reptilia,Amphisbaena alba,White Worm Lizard
Reptilia,Anolis equestris,Knight Anole
Reptilia,Acanthophis antarcticus,Death Adder
Reptilia,Aristelliger praesignis,Jamaican Croaking Gecko
Reptilia,Calumma parsonii,Parson's Chameleon
Reptilia,Chalarodon madagascariensis,Malagasy Ground Agama
Reptilia,Chilabothrus angulifer,Cuban Boa
Reptilia,Conolophus subcristatus,Galapagos Land Iguana
Reptilia,Ctenophorus decresii,Tawny Dragon
Reptilia,Dibamus novaeguineae,Blind Lizard
Reptilia,Elgaria multicarinata,Southern Alligator Lizard
Reptilia,Enyalius catenatus,Chain-marked Lizard
Reptilia,Gonatodes albogularis,Yellow-headed Gecko
Reptilia,Hemidactylus turcicus,Mediterranean Gecko
Reptilia,Hypnale hypnale,Hump-nosed Viper
Reptilia,Lacerta agilis,Sand Lizard
Reptilia,Lialis burtonis,Burton's Legless Lizard
Reptilia,Masticophis flagellum,Eastern Coachwhip
Reptilia,Micrelaps muelleri,Muller’s Two-headed Snake
Reptilia,Natriciteres olivacea,Olive Marsh Snake
Reptilia,Philodryas olfersii,Brazilian Green Racer
Reptilia,Psammophylax rhombeatus,Rhombeatus Sand Snake
Reptilia,Sceloporus graciosus,Sagebrush Lizard
Reptilia,Shinisaurus crocodilurus,Chinese Crocodile Lizard
Reptilia,Stenodactylus petrii,Leopard Gecko
Reptilia,Tropidurus torquatus,Collared Tree Lizard
Reptilia,Uroplatus phantasticus,Satanic Leaf-tailed Gecko
Reptilia,Varanus salvator,Water Monitor
Reptilia,Varanus albigularis,White-throated Monitor
Reptilia,Xenodon pulcher,Beautiful Xenodon
Reptilia,Zophosaurus robustus,Robust Burrowing Skink
Pisces,Abramis brama,Common Bream
Pisces,Acanthopagrus latus,Japanese Bream
Pisces,Acipenser baerii,Siberian Sturgeon
Pisces,Acipenser gueldenstaedtii,Russian Sturgeon
Pisces,Acipenser ruthenus,Sterlet
Pisces,Acipenser transmontanus,White Sturgeon
Pisces,Aequidens rivulatus,Green Terror
Pisces,Alosa alosa,Allis Shad
Pisces,Alosa fallax,Twaite Shad
Pisces,Ambassis dussumieri,Malabar Glassfish
Pisces,Amphiprion ocellaris,Ocellaris Clownfish
Pisces,Anchoa mitchilli,Bay Anchovy
Pisces,Anostomus anostomus,Anostomus
Pisces,Apogon lineatus,Striped Cardinalfish
Pisces,Arapaima gigas,Arapaima
Pisces,Argentina silus,Greater Argentine
Pisces,Arius felis,Hardhead Catfish
Pisces,Atherina boyeri,Sand Smelt
Pisces,Aulonocara baenschi,Red Empress
Pisces,Bagre marinus,Gafftopsail Catfish
Pisces,Balistes capriscus,Grey Triggerfish
Pisces,Barbodes gonionotus,Java Barb
Pisces,Barbus barbus,Barbel
Pisces,Bathylagus antarcticus,Antarctic Silverfish
Pisces,Belone belone,Garfish
Pisces,Betta splendens,Siamese Fighting Fish
Pisces,Blicca bjoerkna,Silver Bream
Pisces,Boraras brigittae,Mosquito Rasbora
Pisces,Brachydanio rerio,Zebrafish
Pisces,Brycon orbignyanus,Sabalo
Pisces,Caecobarbus geertsii,Congo Blind Barb
Pisces,Callorhinchus milii,Australian Ghostshark
Pisces,Capros aper,Boarfish
Pisces,Carassius carassius,Crucian Carp
Pisces,Centrolabrus exoletus,Rock Cook
Pisces,Cephalopholis argus,Peacock Hind
Pisces,Channa argus,Northern Snakehead
Pisces,Chanos chanos,Milkfish
Pisces,Cheilinus undulatus,Humphead Wrasse
Pisces,Chiloscylus colias,Redbanded Rockfish
Pisces,Chromis chromis,Damselfish
Pisces,Cichla temensis,Peacock Bass
Pisces,Citharichthys sordidus,Pacific Sanddab
Pisces,Clarias gariepinus,African Sharptooth Catfish
Pisces,Coryphaena hippurus,Dorado
Pisces,Corydoras aeneus,Bronze Corydoras
Pisces,Cottus gobio,Bullhead
Pisces,Ctenolabrus rupestris,Goldsinny Wrasse
Pisces,Cyclopterus lumpus,Lumpfish
Pisces,Danio rerio,Zebrafish
Pisces,Dasyatis pastinaca,Common Stingray
Pisces,Dentex dentex,Common Dentex
Pisces,Diplodus sargus,White Seabream
Pisces,Echeneis naucrates,Remora
Pisces,Echinorhinus brucus,Bramble Shark
Pisces,Elops saurus,Ladyfish
Pisces,Epinephelus marginatus,Dusky Grouper
Pisces,Eptatretus stoutii,Pacific Hagfish
Pisces,Etmopterus princeps,Great Lanternshark
Pisces,Eudontomyzon danfordi,Danube Lamprey
Pisces,Euthynnus affinis,Kawakawa
Pisces,Fistularia commersonii,Bluespotted Cornetfish
Pisces,Fundulus heteroclitus,Mummichog
Pisces,Gadus macrocephalus,Pacific Cod
Pisces,Galeocerdo cuvier,Tiger Shark
Pisces,Galeorhinus galeus,Tope Shark
Pisces,Gambusia affinis,Mosquitofish
Pisces,Gasterosteus aculeatus,Three-spined Stickleback
Pisces,Glyptocephalus cynoglossus,Witch Flounder
Pisces,Gymnotus carapo,Electric Eel
Pisces,Helicolenus dactylopterus,Rockfish
Pisces,Hemiramphus brasiliensis,Ballyhoo
Pisces,Hexanchus griseus,Sixgill Shark
Pisces,Hippocampus barbouri,Barbour's Seahorse
Pisces,Holocentrus adscensionis,Squirrelfish
Pisces,Hoplostethus atlanticus,Orange Roughy
Pisces,Huso huso,Beluga Sturgeon
Pisces,Hypoplectrus puella,Hamlet
Pisces,Isurus oxyrinchus,Shortfin Mako
Pisces,Kryptopterus bicirrhis,Glass Catfish
Pisces,Labrus bergylta,Ballan Wrasse
Pisces,Lamna nasus,Porbeagle Shark
Pisces,Lepidopodus caudatus,Silver Scabbardfish
Pisces,Lepomis macrochirus,Bluegill
Pisces,Limanda limanda,Dab
Pisces,Loricaria lentiginosa,Whiptail Catfish
Pisces,Macrourus berglax,Roughhead Grenadier
Pisces,Mallotus villosus,Capelin
Pisces,Megalops atlanticus,Tarpon
Pisces,Melanogrammus aeglefinus,Haddock
Pisces,Menticirrhus americanus,Southern Kingfish
Pisces,Microgadus tomcod,Atlantic Tomcod
Pisces,Microstomus kitt,Lemon Sole
Pisces,Mola mola,Ocean Sunfish
Pisces,Mora moro,Mora
Pisces,Mormyrus rume,Elephantfish
Pisces,Mustelus asterias,Starry Smooth-hound
Pisces,Myoxocephalus scorpius,Shorthorn Sculpin
Pisces,Nematobrachion boopis,Bentheuphausia amblyops
Pisces,Neoceratodus forsteri,Australian Lungfish
Pisces,Odontaspis ferox,Ragged-tooth Shark
Pisces,Ophiocephalus striatus,Striped Snakehead
Pisces,Oryzias latipes,Medaka
Pisces,Osmerus mordax,Rainbow Smelt
Pisces,Perca fluviatilis,European Perch
Pisces,Perca flavescens,Yellow Perch
Pisces,Petromyzon marinus,Sea Lamprey
Pisces,Phoxinus phoxinus,Minnow
Pisces,Platichthys flesus,Flounder
Pisces,Poecilia reticulata,Guppy
Pisces,Pollachius pollachius,Pollock
Pisces,Polyodon spathula,American Paddlefish
Pisces,Pomacentrus coelestis,Neon Damsel
Pisces,Psetta maxima,Turbot
Pisces,Pterois volitans,Lionfish
Pisces,Raja clavata,Thornback Ray
Pisces,Ranzania laevis,Slender Sunfish
Pisces,Rasbora heteromorpha,Harlequin Rasbora
Pisces,Rhincodon typus,Whale Shark
Pisces,Salvelinus fontinalis,Brook Trout
Pisces,Salvelinus alpinus,Arctic Char
Pisces,Sardina pilchardus,European Pilchard
Pisces,Sardinops sagax,Pacific Sardine
Pisces,Scarus ghobban,Bluebarred Parrotfish
Pisces,Scyliorhinus canicula,Lesser Spotted Dogfish
Pisces,Siganus fuscescens,Mottled Rabbitfish
Pisces,Solea senegalensis,Senegalese Sole
Pisces,Sphyrna zygaena,Smooth Hammerhead
Pisces,Squatina squatina,Angel Shark
Pisces,Stizostedion vitreum,Walleye
Pisces,Symbolophorus barnardi,Lanternfish
Pisces,Synodus saurus,Lizardfish
Pisces,Tautoga onitis,Tautog
Pisces,Tetraodon nigroviridis,Green Pufferfish
Pisces,Thalassoma bifasciatum,Bluehead Wrasse
Pisces,Thunnus maccoyii,Southern Bluefin Tuna
Pisces,Tinca tinca,Tench
Pisces,Torpedo marmorata,Marbled Electric Ray
Pisces,Trichiurus lepturus,Largehead Hairtail
Pisces,Umbrina cirrosa,Shi Drum
Pisces,Xiphias gladius,Swordfish
Pisces,Zenopsis nebulosa,John Dory
Amphibia,Rana temporaria,Common Frog
Amphibia,Rana catesbeiana,American Bullfrog
Amphibia,Bufo bufo,Common Toad
Amphibia,Bufo marinus,Cane Toad
Amphibia,Hyla cinerea,American Green Tree Frog
Amphibia,Hyla arborea,European Tree Frog
Amphibia,Litoria caerulea,Australian Green Tree Frog
Amphibia,Dendrobates tinctorius,Dyeing Poison Dart Frog
Amphibia,Oophaga pumilio,Strawberry Poison Dart Frog
Amphibia,Mantella aurantiaca,Golden Mantella
Amphibia,Ambystoma mexicanum,Axolotl
Amphibia,Ambystoma tigrinum,Tiger Salamander
Amphibia,Salamandra salamandra,Fire Salamander
Amphibia,Triturus cristatus,Great Crested Newt
Amphibia,Notophthalmus viridescens,Eastern Newt
Amphibia,Pleurodeles waltl,Iberian Ribbed Newt
Amphibia,Bombina orientalis,Oriental Fire-bellied Toad
Amphibia,Bombina variegata,Yellow-bellied Toad
Amphibia,Leptobrachium asterias,Malaysian Horned Frog
Amphibia,Rhacophorus arboreus,Wallace's Flying Frog
Amphibia,Rhacophorus dennysi,Dennys' Tree Frog
Amphibia,Polypedates leucomystax,Common Tree Frog
Amphibia,Fejervarya limnocharis,Asian Grass Frog
Amphibia,Microhyla ornata,Ornate Narrow-mouthed Frog
Amphibia,Kaloula pulchra,Asian Painted Frog
Amphibia,Xenopus laevis,African Clawed Frog
Amphibia,Ceratophrys ornata,Horned Frog
Amphibia,Osteopilus septentrionalis,Cuban Tree Frog
Amphibia,Eleutherodactylus coqui,Coqui Frog
Amphibia,Ecnomiohyla rabborum,Rabbs' Treefrog
Amphibia,Hypsiboas punctatus,Spotted Tree Frog
Amphibia,Boana faber,Tadpole Frog
Amphibia,Duttaphrynus melanostictus,Asian Common Toad
Amphibia,Amietophrynus regularis,African Common Toad
Amphibia,Incilius coccifer,Caribbean Toad
Amphibia,Pseudacris crucifer,Spring Peeper
Amphibia,Eleutherodactylus unicolor,White-lipped Frog
Amphibia,Hylodes phyllodes,Rocket Frog
Amphibia,Smilisca phaeota,Mexican Tree Frog
Amphibia,Osteocephalus taurinus,Amazonian Poison Frog
Amphibia,Atelopus zeteki,Panamanian Golden Frog
Amphibia,Incilius alvarius,Colorado River Toad
Amphibia,Rana dalmatina,Agile Frog
Amphibia,Pelophylax ridibundus,Marsh Frog
Amphibia,Hyla meridionalis,Mediterranean Tree Frog
Amphibia,Discoglossus pictus,Painted Frog
Amphibia,Pelodytes punctatus,Parsley Frog
Amphibia,Alytes obstetricans,Common Midwife Toad
Amphibia,Scaphiopus holbrookii,Eastern Spadefoot Toad
Amphibia,Spea multiplicata,Mexican Spadefoot Toad
Amphibia,Pelobates fuscus,Common Spadefoot
Amphibia,Leptodactylus latrans,Wolf Frog
Amphibia,Ceratobatrachus guentheri,Guam Narrow-mouthed Frog
Amphibia,Eleutherodactylus johnstonei,Johnstone's Whistling Frog
Amphibia,Hylophorbus rufescens,Red Tree Frog
Amphibia,Limnonectes larvaepartus,Mouth-brooding Frog
Amphibia,Callulina kreffti,Krefft's Frog
Amphibia,Hyperolius viridiflavus,African Reed Frog
Amphibia,Chiromantis xerampelina,Asian Foam-nest Tree Frog
Amphibia,Rhacophorus maximus,Giant Tree Frog
Amphibia,Zhangixalus prasinus,Green Tree Frog
Amphibia,Kurixalus eiffingeri,Brown Tree Frog
Amphibia,Pseudophilautus silus,Sri Lanka Shrub Frog
Amphibia,Philautus limbugensis,Limbugensis Frog
Amphibia,Odorrana margaretae,Margaret's Frog
Amphibia,Amolops marmoratus,Marbled Stream Frog
Amphibia,Nanorana parkeri,Tibetan Frog
Amphibia,Quasipaa spinosa,Spiny Frog
Amphibia,Ichthyophis glutinosus,Common Caecilian
Amphibia,Gegeneophis ramaswamii,Indian Caecilian
Amphibia,Uperoleia laevigata,Smooth Toadlet
Amphibia,Crinia deserticola,Desert Frog
Amphibia,Litoria ewingii,Ewing's Tree Frog
Amphibia,Litoria rothii,Roth's Tree Frog
Amphibia,Limnodynastes dumerilii,Eastern Froglet
Amphibia,Neobatrachus centralis,Central Spadefoot Frog
Amphibia,Ranoidea caerulea,Australian Green Tree Frog
Amphibia,Cyclorana australis,Northern Water-holding Frog
Amphibia,Litoria nudidigitus,Bare-digit Tree Frog
Amphibia,Platyplectrum ornatum,Ornate Frog
Amphibia,Mixophyes iteratus,Giant Barred Frog
Amphibia,Heleioporus australiensis,Australian Toadlet
Amphibia,Limnodynastes fletcheri,Fletcher's Frog
Amphibia,Ranoidea raniformis,Growling Grass Frog
Amphibia,Litoria verreauxii,Verreaux's Tree Frog
Amphibia,Litoria peronii,Peron's Tree Frog
Amphibia,Uperoleia rugosa,Wrinkled Toadlet
Amphibia,Geocrinia vitellina,Southern Froglet
Amphibia,Neobatrachus sudelli,Sudell's Frog
Amphibia,Pseudophryne corroboree,Corroboree Frog
Amphibia,Taudactylus diurnus,Diurnal Frog
Amphibia,Philoria frosti,Frost's Frog
Amphibia,Limnodynastes tasmaniensis,Tasmanian Frog
Amphibia,Austrochaperina arboricola,Tree Frog
Amphibia,Litoria fallax,Eastern Dwarf Tree Frog
Amphibia,Ranoidea nannotis,Mountain Frog
Amphibia,Ranoidea maini,Main's Frog
Amphibia,Crinia insignis,Eastern Froglet
Amphibia,Lechriodus melanopyga,Black-soled Frog
Amphibia,Litoria aurea,Green and Golden Bell Frog
Amphibia,Acanthixalus sonjae,Kinabalu Leaf Litter Frog
Amphibia,Adelophryne patamona,Adelophryne patamona
Amphibia,Alsodes gargola,Gargola's Frog
Amphibia,Amolops andersoni,Anderson's Torrent Frog
Amphibia,Anaxyrus boreas,Boreal Toad
Amphibia,Andrias japonicus,Japanese Giant Salamander
Amphibia,Ansonia latidisca,Bornean Rainbow Toad
Amphibia,Aplastodiscus perviridis,Green Tree Frog
Amphibia,Arthroleptis poecilonotus,Peters' Squeaker
Amphibia,Ascaphus truei,Tailed Frog
Amphibia,Astylosternus diadematus,Diademate Frog
Amphibia,Atelopus varius,Harlequin Frog
Amphibia,Barygenys exsul,Exsul Frog
Amphibia,Batrachuperus pinchonii,Chinese Mountain Salamander
Amphibia,Brachycephalus didactylus,Pumpkin Toadlet
Amphibia,Bufo andrews,Andrews' Toad
Amphibia,Bufo gargarizans,Chinese Toad
Amphibia,Caecilia nigricans,Black Caecilian
Amphibia,Callixalus leuciscus,Leuciscus Frog
Amphibia,Cardioglossa gracilipes,Long-legged Frog
Amphibia,Centrolene prosoblepon,Fleischmann's Glass Frog
Amphibia,Ceratophrys cranwelli,Cranwell's Horned Frog
Amphibia,Chiasmocleis ventrimaculata,Ventrimaculate Frog
Amphibia,Chthonerpeton indistinctum,Indistinct Caecilian
Amphibia,Cochranella granulosa,Granular Glass Frog
Amphibia,Craugastor bransfordii,Bransford's Frog
Amphibia,Cryptobranchus alleganiensis,Hellbender
Amphibia,Dendrobates azureus,Azure Poison Frog
Amphibia,Dendrophryniscus breviprinus,Short-snouted Toad
Amphibia,Desmognathus fuscus,Dusky Salamander
Amphibia,Discoglossus galganoi,Iberian Painted Frog
Amphibia,Edalorhina perezi,Perez's Frog
Amphibia,Echinotriton andersoni,Anderson's Salamander
Amphibia,Epiperates trilineatus,Three-lined Frog
Amphibia,Eurycea longicauda,Long-tailed Salamander
Amphibia,Excidobates mysteriosus,Mysterious Poison Frog
Amphibia,Flectonotus fitzgeraldi,Fitzgerald's Frog
Amphibia,Gastrotheca riobambae,Riobamba Marsupial Frog
Amphibia,Geobatrachus walkeri,Walker's Frog
Amphibia,Gyrinophilus porphyriticus,Spring Salamander
Amphibia,Hemiphractus johnsoni,Johnson's Horned Frog
Amphibia,Ichthyophis kohtaoensis,Kohtao Caecilian
Amphibia,Idiomelas nigroviridis,Black-green Frog
Amphibia,Ingerophrynus celebensis,Celebes Toad
Amphibia,Ischnocnema guantanamera,Guantanamera Frog
Amphibia,Kassina senegalensis,Senegal Running Frog
Amphibia,Leiopelma hochstetteri,Hochstetter's Frog
Amphibia,Leptodactylus fuscus,Brown Frog
Amphibia,Limnonectes palmpes,Palmipes Frog
Amphibia,Litoria infrafrenata,Giant Tree Frog
Amphibia,Litoria nasuta,Striped Rocket Frog
Amphibia,Megophrys nasuta,Malayan Horned Frog
Amphibia,Melanophryniscus stelzneri,Stelzner's Toad
Amphibia,Microcaecilia dermatophaga,Dermatophagous Caecilian
Amphibia,Mixophyes balbus,Stuttering Frog
Amphibia,Myobatrachus gouldi,Turtle Frog
Amphibia,Nannophrys ceylonica,Sri Lanka Rock Frog
Amphibia,Nyctimantis rugiceps,Rugiceps Frog
Amphibia,Oedipina complex,Complex Salamander
Amphibia,Ophryophryne microstoma,Microstoma Frog
Amphibia,Oreolalax major,Major Toad
Amphibia,Paramesotriton hongkongensis,Hong Kong Newt
Amphibia,Paratelmatobius gaigei,Gaige's Frog
Amphibia,Peltophryne peltocephala,Cuban Giant Toad
Amphibia,Phyllomedusa bicolor,Giant Leaf Frog
Amphibia,Platymantis pelewensis,Pelew Frog
Amphibia,Plethodon glutinosus,Slimy Salamander
Amphibia,Proceratophrys boiei,Boie's Horned Frog
Amphibia,Pseudacris ornata,Ornate Chorus Frog
Amphibia,Pseudobufo subasper,False Toad
Amphibia,Rhinoderma darwinii,Darwin's Frog
Amphibia,Rhinophrynus dorsalis,Mexican Burrowing Toad
Amphibia,Salamandra algira,Algerian Salamander
Amphibia,Scinax ruber,Ruber Tree Frog
Amphibia,Siren lacertina,Greater Siren
Amphibia,Speleomantes imperialis,Imperial Cave Salamander
Amphibia,Sphenophryne cornuta,Horned Frog
Amphibia,Stereocyclops histrio,Histrio Frog
Amphibia,Synapturanus mirandaribeiroi,Miranda-Ribeiro's Frog
Amphibia,Tachycnemis quadrivittata,Four-striped Grass Frog
Amphibia,Telmatobius culeus,Titicaca Water Frog
Amphibia,Thorius pennatulus,Minute Salamander
Amphibia,Trachycephalus resinifictrix,Resin Tree Frog
Amphibia,Tylototriton verrucosus,Himalayan Crocodile Newt
Amphibia,Uraeotyphlus narayani,Narayani's Caecilian
Amphibia,Xenopus tropicalis,Western Clawed Frog
Amphibia,Bufo viridis,European Green Toad
Amphibia,Bombina pachypus,Apennine Yellow-bellied Toad
Amphibia,Hyla japonica,Japanese Tree Frog
Amphibia,Litoria moorei,Moore's Tree Frog
Amphibia,Rana sylvatica,Wood Frog
Amphibia,Rana pipiens,Northern Leopard Frog
Amphibia,Rana draytonii,California Red-legged Frog
Amphibia,Rana boylii,Foothill Yellow-legged Frog
Amphibia,Rana cascadae,Cascades Frog
Amphibia,Pseudacris triseriata,Western Chorus Frog
Amphibia,Pseudacris regilla,Pacific Chorus Frog
Amphibia,Ascaphus montanus,Rocky Mountain Tailed Frog
Amphibia,Bolitoglossa vallecula,Valley Climbing Salamander
Amphibia,Bolitoglossa resplendens,Resplendent Salamander
Amphibia,Hynobius retardatus,Japanese Salamander
Amphibia,Hynobius nebulosus,Cloudy Salamander
Amphibia,Eurycea bislineata,Two-lined Salamander
Amphibia,Eurycea cirrigera,Southern Two-lined Salamander
Amphibia,Dicamptodon tenebrosus,Coastal Giant Salamander
Amphibia,Ambystoma talpoideum,Mole Salamander
Amphibia,Ambystoma maculatum,Spotted Salamander
Amphibia,Plethodon cinereus,Red-backed Salamander
Amphibia,Plethodon jordani,Jordan's Salamander
Amphibia,Ensatina eschscholtzii,Ensatina Salamander
Amphibia,Batrachoseps attenuatus,Slender Salamander
Amphibia,Batrachoseps luciae,Santa Lucia Salamander
Amphibia,Ichthyophis bombayensis,Bombay Caecilian
Amphibia,Gegeneophis seshachari,Seshachari's Caecilian
Amphibia,Caudacaecilia tentaculata,Tentacled Caecilian
Amphibia,Rhinatrema bivittatum,Two-striped Caecilian
Amphibia,Dermophis mexicanus,Mexican Caecilian
Amphibia,Typhlonectes natans,Aquatic Caecilian
Amphibia,Eleutherodactylus limbatus,Striped Rain Frog
Amphibia,Pristimantis ridens,Ridged Rain Frog
Amphibia,Pristimantis ockendeni,Ockenden's Rain Frog
Amphibia,Pristimantis petersi,Peters' Rain Frog
Amphibia,Craugastor boulengeri,Boulenger's Rain Frog
